Date,Entity,Site,Commodity,Headcount,TrainingHours,ContractorRatio,Scenario
2025-10-01,Canada,South Pit,Copper,162.8,9.7,0.53,Actual
2025-10-01,Canada,South Pit,Zinc,151.0,5.1,0.4,Budget
2025-10-01,Canada,South Pit,Nickel,128.1,6.6,0.12,Actual
2025-10-01,Canada,Mill A,Gold,170.1,7.2,0.39,Budget
2025-10-01,Canada,Mill A,Copper,146.2,3.9,0.21,Budget
2025-10-01,Canada,Mill A,Zinc,158.8,12.2,0.36,Actual
2025-10-01,Canada,Mill A,Nickel,161.8,3.3,0.2,Budget
2025-10-01,Canada,Mill B,Gold,169.7,8.1,0.28,Actual
2025-10-01,Canada,Mill B,Copper,126.1,5.5,0.33,Budget
2025-10-01,Canada,Mill B,Zinc,126.8,6.8,0.36,Actual
2025-10-01,Canada,Mill B,Nickel,150.8,5.1,0.13,Actual
2025-10-01,Holding Company,North Pit,Gold,112.2,3.9,0.22,Actual
2025-10-01,Holding Company,North Pit,Copper,185.8,9.5,0.32,Actual
2025-10-01,Holding Company,North Pit,Zinc,160.3,12.6,0.51,Actual
2025-10-01,Holding Company,North Pit,Nickel,104.6,4.0,0.11,Actual
2025-10-01,Holding Company,South Pit,Gold,129.5,6.9,0.09,Actual
2025-10-01,Holding Company,South Pit,Copper,166.8,2.5,0.1,Budget
2025-10-01,Holding Company,South Pit,Zinc,146.8,6.3,0.4,Budget
2025-10-01,Holding Company,South Pit,Nickel,150.9,2.9,0.43,Actual
2025-10-01,Holding Company,Mill A,Gold,179.4,4.4,0.1,Budget
2025-10-01,Holding Company,Mill A,Copper,175.8,3.8,0.17,Budget
2025-10-01,Holding Company,Mill A,Zinc,134.3,2.3,0.2,Actual
2025-10-01,Holding Company,Mill A,Nickel,120.9,3.8,0.39,Budget
2025-10-01,Holding Company,Mill B,Gold,185.0,5.1,0.29,Actual
2025-10-01,Holding Company,Mill B,Copper,140.7,3.2,0.45,Budget
2025-10-01,Holding Company,Mill B,Zinc,125.0,8.5,0.32,Actual
2025-10-01,Holding Company,Mill B,Nickel,100.2,1.9,0.11,Actual
2025-10-01,Alberta,North Pit,Gold,158.1,7.9,0.38,Budget
2025-10-01,Alberta,North Pit,Copper,121.1,9.4,0.18,Budget
2025-10-01,Alberta,North Pit,Zinc,170.0,3.7,0.39,Budget
2025-10-01,Alberta,North Pit,Nickel,172.5,9.9,0.4,Budget
2025-10-01,Alberta,South Pit,Gold,106.7,2.8,0.11,Actual
2025-10-01,Alberta,South Pit,Copper,177.7,3.9,0.29,Actual
2025-10-01,Alberta,South Pit,Zinc,172.3,3.1,0.23,Actual
2025-10-01,Alberta,South Pit,Nickel,147.6,6.3,0.09,Actual
2025-10-01,Alberta,Mill A,Gold,128.8,4.1,0.29,Budget
2025-10-01,Alberta,Mill A,Copper,130.5,6.5,0.18,Actual
2025-10-01,Alberta,Mill A,Zinc,153.9,6.7,0.41,Actual
2025-10-01,Alberta,Mill A,Nickel,114.9,3.6,0.3,Actual
2025-10-01,Alberta,Mill B,Gold,187.1,3.4,0.17,Actual
2025-10-01,Alberta,Mill B,Copper,186.9,5.4,0.5,Actual
2025-10-01,Alberta,Mill B,Zinc,157.2,3.3,0.2,Budget
2025-10-01,Alberta,Mill B,Nickel,165.2,6.0,0.42,Budget
2025-10-01,Quebec,North Pit,Gold,160.9,2.5,0.45,Budget
2025-10-01,Quebec,North Pit,Copper,101.5,3.8,0.29,Actual
2025-10-01,Quebec,North Pit,Zinc,130.5,8.4,0.29,Budget
2025-10-01,Quebec,North Pit,Nickel,148.7,4.7,0.2,Budget
2025-10-01,Quebec,South Pit,Gold,174.8,6.4,0.38,Actual
2025-10-01,Quebec,South Pit,Copper,131.1,9.7,0.4,Budget
2025-10-01,Quebec,South Pit,Zinc,175.9,2.8,0.12,Budget
2025-10-01,Quebec,South Pit,Nickel,172.4,9.3,0.38,Actual
2025-10-01,Quebec,Mill A,Gold,138.7,7.1,0.47,Budget
2025-10-01,Quebec,Mill A,Copper,136.9,9.0,0.39,Budget
2025-10-01,Quebec,Mill A,Zinc,136.4,5.9,0.31,Budget
2025-10-01,Quebec,Mill A,Nickel,125.2,4.7,0.25,Budget
2025-10-01,Quebec,Mill B,Gold,118.2,5.2,0.2,Actual
2025-10-01,Quebec,Mill B,Copper,131.2,3.7,0.24,Actual
2025-10-01,Quebec,Mill B,Zinc,126.0,2.7,0.35,Actual
2025-10-01,Quebec,Mill B,Nickel,140.2,4.0,0.38,Actual
2025-10-01,Ontario,North Pit,Gold,125.3,5.1,0.14,Budget
2025-10-01,Ontario,North Pit,Copper,109.8,6.3,0.16,Actual
2025-10-01,Ontario,North Pit,Zinc,163.3,5.3,0.27,Actual
2025-10-01,Ontario,North Pit,Nickel,165.6,6.6,0.25,Budget
2025-10-01,Ontario,South Pit,Gold,142.3,4.1,0.38,Budget
2025-10-01,Ontario,South Pit,Copper,163.3,9.8,0.12,Budget
2025-10-01,Ontario,South Pit,Zinc,162.1,5.9,0.24,Budget
2025-10-01,Ontario,South Pit,Nickel,177.3,4.2,0.39,Budget
2025-10-01,Ontario,Mill A,Gold,188.5,4.6,0.4,Actual
2025-10-01,Ontario,Mill A,Copper,193.8,8.9,0.14,Actual
2025-10-01,Ontario,Mill A,Zinc,125.1,8.6,0.37,Actual
2025-10-01,Ontario,Mill A,Nickel,157.5,5.7,0.46,Actual
2025-10-01,Ontario,Mill B,Gold,176.7,4.5,0.22,Budget
2025-10-01,Ontario,Mill B,Copper,161.7,4.7,0.43,Budget
2025-10-01,Ontario,Mill B,Zinc,126.4,7.5,0.1,Budget
2025-10-01,Ontario,Mill B,Nickel,141.3,5.4,0.34,Actual
2025-10-01,British Columbia,North Pit,Gold,139.9,5.6,0.22,Budget
2025-10-01,British Columbia,North Pit,Copper,147.6,2.8,0.1,Budget
2025-10-01,British Columbia,North Pit,Zinc,124.8,3.0,0.16,Actual
2025-10-01,British Columbia,North Pit,Nickel,139.5,2.1,0.39,Actual
2025-10-01,British Columbia,South Pit,Gold,215.1,4.6,0.2,Actual
2025-10-01,British Columbia,South Pit,Copper,123.7,5.3,0.29,Budget
2025-10-01,British Columbia,South Pit,Zinc,144.9,9.0,0.16,Budget
2025-10-01,British Columbia,South Pit,Nickel,98.4,1.9,0.33,Actual
2025-10-01,British Columbia,Mill A,Gold,140.9,9.5,0.34,Budget
2025-10-01,British Columbia,Mill A,Copper,152.2,7.5,0.41,Budget
2025-10-01,British Columbia,Mill A,Zinc,174.7,3.1,0.22,Budget
2025-10-01,British Columbia,Mill A,Nickel,173.1,5.2,0.29,Budget
2025-10-01,British Columbia,Mill B,Gold,173.1,9.8,0.3,Budget
2025-10-01,British Columbia,Mill B,Copper,145.3,9.2,0.1,Budget
2025-10-01,British Columbia,Mill B,Zinc,95.6,7.7,0.14,Actual
2025-10-01,British Columbia,Mill B,Nickel,163.5,8.1,0.42,Actual
2025-10-01,Nova Scotia,North Pit,Gold,162.8,5.1,0.26,Actual
2025-10-01,Nova Scotia,North Pit,Copper,174.7,4.6,0.37,Actual
2025-10-01,Nova Scotia,North Pit,Zinc,144.2,9.7,0.36,Actual
2025-10-01,Nova Scotia,North Pit,Nickel,149.6,4.1,0.18,Actual
2025-10-01,Nova Scotia,South Pit,Gold,174.2,4.6,0.19,Budget
2025-10-01,Nova Scotia,South Pit,Copper,143.8,6.8,0.28,Budget
2025-10-01,Nova Scotia,South Pit,Zinc,120.3,4.5,0.24,Actual
2025-10-01,Nova Scotia,South Pit,Nickel,132.3,7.8,0.23,Budget
2025-10-01,Nova Scotia,Mill A,Gold,200.9,2.7,0.16,Actual
2025-10-01,Nova Scotia,Mill A,Copper,192.2,3.4,0.19,Actual
2025-10-01,Nova Scotia,Mill A,Zinc,178.4,5.9,0.4,Budget
2025-10-01,Nova Scotia,Mill A,Nickel,114.1,6.5,0.16,Actual
2025-10-01,Nova Scotia,Mill B,Gold,134.1,7.8,0.29,Actual
2025-10-01,Nova Scotia,Mill B,Copper,128.9,4.1,0.49,Budget
2025-10-01,Nova Scotia,Mill B,Zinc,133.9,4.5,0.46,Budget
2025-10-01,Nova Scotia,Mill B,Nickel,148.1,9.3,0.17,Actual
2025-11-01,Canada,North Pit,Gold,129.0,3.1,0.46,Budget
2025-11-01,Canada,North Pit,Copper,191.9,5.2,0.27,Actual
2025-11-01,Canada,North Pit,Zinc,150.7,5.7,0.12,Actual
2025-11-01,Canada,North Pit,Nickel,140.1,4.0,0.22,Actual
2025-11-01,Canada,South Pit,Gold,106.4,6.0,0.31,Actual
2025-11-01,Canada,South Pit,Copper,121.1,9.4,0.37,Budget
2025-11-01,Canada,South Pit,Zinc,169.5,7.7,0.45,Budget
2025-11-01,Canada,South Pit,Nickel,134.1,6.2,0.26,Actual
2025-11-01,Canada,Mill A,Gold,127.8,3.0,0.29,Budget
2025-11-01,Canada,Mill A,Copper,172.8,2.6,0.27,Budget
2025-11-01,Canada,Mill A,Zinc,150.5,3.8,0.12,Budget
2025-11-01,Canada,Mill A,Nickel,153.5,9.1,0.2,Budget
2025-11-01,Canada,Mill B,Gold,121.0,2.2,0.19,Budget
2025-11-01,Canada,Mill B,Copper,132.6,2.0,0.4,Actual
2025-11-01,Canada,Mill B,Zinc,150.3,5.5,0.47,Budget
2025-11-01,Canada,Mill B,Nickel,146.3,3.1,0.41,Budget
2025-11-01,Holding Company,North Pit,Gold,127.5,6.3,0.16,Actual
2025-11-01,Holding Company,North Pit,Copper,204.7,6.5,0.3,Actual
2025-11-01,Holding Company,North Pit,Zinc,160.2,5.2,0.11,Budget
2025-11-01,Holding Company,North Pit,Nickel,129.3,8.2,0.25,Budget
2025-11-01,Holding Company,South Pit,Gold,131.2,7.2,0.35,Actual
2025-11-01,Holding Company,South Pit,Copper,144.4,2.2,0.34,Budget
2025-11-01,Holding Company,South Pit,Zinc,110.9,7.1,0.13,Actual
2025-11-01,Holding Company,South Pit,Nickel,125.1,3.0,0.26,Budget
2025-11-01,Holding Company,Mill A,Gold,164.1,7.0,0.51,Actual
2025-11-01,Holding Company,Mill A,Copper,108.6,7.5,0.2,Actual
2025-11-01,Holding Company,Mill A,Zinc,162.7,6.6,0.18,Actual
2025-11-01,Holding Company,Mill A,Nickel,103.7,3.8,0.19,Actual
2025-11-01,Holding Company,Mill B,Gold,138.6,6.4,0.42,Budget
2025-11-01,Holding Company,Mill B,Copper,117.8,6.0,0.32,Actual
2025-11-01,Holding Company,Mill B,Zinc,165.7,5.3,0.13,Actual
2025-11-01,Holding Company,Mill B,Nickel,184.4,9.1,0.49,Actual
2025-11-01,Alberta,North Pit,Gold,222.5,7.9,0.4,Actual
2025-11-01,Alberta,North Pit,Copper,153.9,9.0,0.29,Actual
2025-11-01,Alberta,North Pit,Zinc,129.2,5.9,0.33,Actual
2025-11-01,Alberta,North Pit,Nickel,122.1,4.3,0.35,Actual
2025-11-01,Alberta,South Pit,Gold,185.8,4.8,0.21,Actual
2025-11-01,Alberta,South Pit,Copper,157.7,6.9,0.49,Budget
2025-11-01,Alberta,South Pit,Zinc,135.1,4.1,0.23,Budget
2025-11-01,Alberta,South Pit,Nickel,208.5,3.5,0.49,Actual
2025-11-01,Alberta,Mill A,Gold,133.2,2.5,0.47,Budget
2025-11-01,Alberta,Mill A,Copper,116.1,2.6,0.29,Actual
2025-11-01,Alberta,Mill A,Zinc,130.3,9.7,0.2,Budget
2025-11-01,Alberta,Mill A,Nickel,159.6,2.9,0.17,Actual
2025-11-01,Alberta,Mill B,Gold,147.1,7.2,0.33,Actual
2025-11-01,Alberta,Mill B,Copper,142.1,5.3,0.18,Budget
2025-11-01,Alberta,Mill B,Zinc,139.3,9.7,0.39,Budget
2025-11-01,Alberta,Mill B,Nickel,135.0,7.3,0.33,Actual
2025-11-01,Quebec,North Pit,Gold,156.0,9.3,0.47,Budget
2025-11-01,Quebec,North Pit,Copper,132.2,7.3,0.17,Actual
2025-11-01,Quebec,North Pit,Zinc,172.5,10.0,0.25,Actual
2025-11-01,Quebec,North Pit,Nickel,131.7,4.4,0.12,Budget
2025-11-01,Quebec,South Pit,Gold,133.8,2.7,0.13,Actual
2025-11-01,Quebec,South Pit,Copper,183.7,5.8,0.22,Actual
2025-11-01,Quebec,South Pit,Zinc,175.2,7.6,0.33,Budget
2025-11-01,Quebec,South Pit,Nickel,131.5,9.6,0.37,Budget
2025-11-01,Quebec,Mill A,Gold,176.7,6.1,0.36,Actual
2025-11-01,Quebec,Mill A,Copper,169.2,3.4,0.36,Actual
2025-11-01,Quebec,Mill A,Zinc,176.6,5.9,0.41,Budget
2025-11-01,Quebec,Mill A,Nickel,152.1,2.0,0.35,Budget
2025-11-01,Quebec,Mill B,Gold,150.2,6.2,0.29,Budget
2025-11-01,Quebec,Mill B,Copper,166.7,7.5,0.13,Actual
2025-11-01,Quebec,Mill B,Zinc,98.9,2.3,0.29,Actual
2025-11-01,Quebec,Mill B,Nickel,93.7,4.7,0.16,Actual
2025-11-01,Ontario,North Pit,Gold,129.2,8.6,0.11,Budget
2025-11-01,Ontario,North Pit,Copper,173.9,3.2,0.26,Budget
2025-11-01,Ontario,North Pit,Zinc,171.1,2.8,0.29,Budget
2025-11-01,Ontario,North Pit,Nickel,174.8,9.1,0.32,Actual
2025-11-01,Ontario,South Pit,Gold,153.7,8.2,0.14,Actual
2025-11-01,Ontario,South Pit,Copper,120.2,9.9,0.22,Budget
2025-11-01,Ontario,South Pit,Zinc,162.3,5.5,0.37,Budget
2025-11-01,Ontario,South Pit,Nickel,169.1,5.6,0.39,Actual
2025-11-01,Ontario,Mill A,Gold,155.5,4.9,0.48,Budget
2025-11-01,Ontario,Mill A,Copper,125.6,4.0,0.28,Budget
2025-11-01,Ontario,Mill A,Zinc,102.1,4.8,0.3,Actual
2025-11-01,Ontario,Mill A,Nickel,124.1,9.1,0.2,Actual
2025-11-01,Ontario,Mill B,Gold,111.7,6.8,0.18,Actual
2025-11-01,Ontario,Mill B,Copper,124.2,6.7,0.15,Actual
2025-11-01,Ontario,Mill B,Zinc,138.3,3.4,0.35,Budget
2025-11-01,Ontario,Mill B,Nickel,157.3,7.1,0.13,Actual
2025-11-01,British Columbia,North Pit,Gold,141.9,9.4,0.19,Budget
2025-11-01,British Columbia,North Pit,Copper,160.0,4.1,0.52,Actual
2025-11-01,British Columbia,North Pit,Zinc,147.3,4.4,0.17,Actual
2025-11-01,British Columbia,North Pit,Nickel,127.7,2.5,0.36,Budget
2025-11-01,British Columbia,South Pit,Gold,155.5,7.1,0.23,Budget
2025-11-01,British Columbia,South Pit,Copper,120.5,3.0,0.38,Budget
2025-11-01,British Columbia,South Pit,Zinc,152.3,5.5,0.1,Actual
2025-11-01,British Columbia,South Pit,Nickel,100.9,3.2,0.21,Actual
2025-11-01,British Columbia,Mill A,Gold,164.9,5.2,0.32,Budget
2025-11-01,British Columbia,Mill A,Copper,151.5,7.6,0.29,Actual
2025-11-01,British Columbia,Mill A,Zinc,147.2,5.5,0.45,Budget
2025-11-01,British Columbia,Mill A,Nickel,138.0,7.6,0.23,Budget
2025-11-01,British Columbia,Mill B,Gold,144.4,5.1,0.35,Budget
2025-11-01,British Columbia,Mill B,Copper,172.1,8.5,0.19,Actual
2025-11-01,British Columbia,Mill B,Zinc,158.2,6.6,0.49,Budget
2025-11-01,British Columbia,Mill B,Nickel,141.6,4.5,0.27,Budget
2025-11-01,Nova Scotia,North Pit,Gold,168.3,6.3,0.38,Budget
2025-11-01,Nova Scotia,North Pit,Copper,123.2,5.9,0.24,Actual
2025-11-01,Nova Scotia,North Pit,Zinc,125.4,6.6,0.32,Budget
2025-11-01,Nova Scotia,North Pit,Nickel,124.2,9.5,0.16,Budget
2025-11-01,Nova Scotia,South Pit,Gold,125.8,5.0,0.21,Actual
2025-11-01,Nova Scotia,South Pit,Copper,115.9,4.7,0.1,Actual
2025-11-01,Nova Scotia,South Pit,Zinc,125.9,2.4,0.46,Budget
2025-11-01,Nova Scotia,South Pit,Nickel,163.3,8.7,0.3,Budget
2025-11-01,Nova Scotia,Mill A,Gold,79.8,1.5,0.22,Actual
2025-11-01,Nova Scotia,Mill A,Copper,170.2,4.9,0.26,Budget
2025-11-01,Nova Scotia,Mill A,Zinc,135.8,7.7,0.47,Budget
2025-11-01,Nova Scotia,Mill A,Nickel,133.8,4.4,0.13,Actual
2025-11-01,Nova Scotia,Mill B,Gold,120.4,7.4,0.21,Budget
2025-11-01,Nova Scotia,Mill B,Copper,159.2,5.6,0.51,Actual
2025-11-01,Nova Scotia,Mill B,Zinc,138.5,9.0,0.27,Budget
2025-11-01,Nova Scotia,Mill B,Nickel,93.5,2.0,0.11,Actual
2025-12-01,Canada,North Pit,Gold,198.3,3.0,0.22,Actual
2025-12-01,Canada,North Pit,Copper,143.4,5.3,0.18,Actual
2025-12-01,Canada,North Pit,Zinc,175.1,10.3,0.14,Actual
2025-12-01,Canada,North Pit,Nickel,93.4,5.6,0.12,Actual
2025-12-01,Canada,South Pit,Gold,162.6,4.8,0.48,Budget
2025-12-01,Canada,South Pit,Copper,149.8,5.7,0.26,Actual
2025-12-01,Canada,South Pit,Zinc,96.0,2.6,0.28,Actual
2025-12-01,Canada,South Pit,Nickel,166.4,8.3,0.45,Budget
2025-12-01,Canada,Mill A,Gold,140.6,10.7,0.27,Actual
2025-12-01,Canada,Mill A,Copper,147.5,7.9,0.18,Actual
2025-12-01,Canada,Mill A,Zinc,145.6,8.4,0.45,Actual
2025-12-01,Canada,Mill A,Nickel,143.0,9.0,0.43,Budget
2025-12-01,Canada,Mill B,Gold,154.3,9.9,0.48,Budget
2025-12-01,Canada,Mill B,Copper,177.8,9.1,0.49,Budget
2025-12-01,Canada,Mill B,Zinc,140.3,8.1,0.3,Budget
2025-12-01,Canada,Mill B,Nickel,166.9,7.9,0.42,Actual
2025-12-01,Holding Company,North Pit,Gold,168.4,2.3,0.34,Budget
2025-12-01,Holding Company,North Pit,Copper,126.5,4.3,0.25,Actual
2025-12-01,Holding Company,North Pit,Zinc,168.0,6.6,0.17,Budget
2025-12-01,Holding Company,North Pit,Nickel,182.7,3.6,0.12,Actual
2025-12-01,Holding Company,South Pit,Gold,168.3,9.6,0.49,Budget
2025-12-01,Holding Company,South Pit,Copper,132.2,2.8,0.14,Actual
2025-12-01,Holding Company,South Pit,Zinc,118.4,5.5,0.2,Actual
2025-12-01,Holding Company,South Pit,Nickel,146.1,8.0,0.19,Actual
2025-12-01,Holding Company,Mill A,Gold,137.6,5.8,0.39,Budget
2025-12-01,Holding Company,Mill A,Copper,109.3,2.3,0.29,Actual
2025-12-01,Holding Company,Mill A,Zinc,175.2,7.4,0.37,Budget
2025-12-01,Holding Company,Mill A,Nickel,202.0,11.7,0.24,Actual
2025-12-01,Holding Company,Mill B,Gold,130.2,9.3,0.32,Actual
2025-12-01,Holding Company,Mill B,Copper,117.3,2.6,0.35,Actual
2025-12-01,Holding Company,Mill B,Zinc,176.6,2.6,0.3,Actual
2025-12-01,Holding Company,Mill B,Nickel,160.0,2.3,0.36,Actual
2025-12-01,Alberta,North Pit,Gold,218.6,12.4,0.49,Actual
2025-12-01,Alberta,North Pit,Copper,144.9,5.4,0.22,Budget
2025-12-01,Alberta,North Pit,Zinc,135.0,2.3,0.23,Actual
2025-12-01,Alberta,North Pit,Nickel,169.1,7.4,0.23,Budget
2025-12-01,Alberta,South Pit,Gold,225.8,6.1,0.32,Actual
2025-12-01,Alberta,South Pit,Copper,145.0,3.3,0.24,Budget
2025-12-01,Alberta,South Pit,Zinc,155.8,4.6,0.47,Actual
2025-12-01,Alberta,South Pit,Nickel,172.3,3.5,0.26,Budget
2025-12-01,Alberta,Mill A,Gold,132.4,9.1,0.17,Actual
2025-12-01,Alberta,Mill A,Copper,159.1,11.8,0.59,Actual
2025-12-01,Alberta,Mill A,Zinc,130.0,5.9,0.17,Budget
2025-12-01,Alberta,Mill A,Nickel,159.8,5.0,0.14,Budget
2025-12-01,Alberta,Mill B,Gold,200.8,3.0,0.24,Actual
2025-12-01,Alberta,Mill B,Copper,156.2,7.0,0.11,Actual
2025-12-01,Alberta,Mill B,Zinc,116.4,3.7,0.13,Actual
2025-12-01,Alberta,Mill B,Nickel,232.6,13.1,0.39,Actual
2025-12-01,Quebec,North Pit,Gold,170.5,6.8,0.25,Actual
2025-12-01,Quebec,North Pit,Copper,123.7,5.0,0.4,Budget
2025-12-01,Quebec,North Pit,Zinc,187.6,4.5,0.44,Actual
2025-12-01,Quebec,North Pit,Nickel,127.2,2.5,0.1,Budget
2025-12-01,Quebec,South Pit,Gold,176.4,10.3,0.37,Actual
2025-12-01,Quebec,South Pit,Copper,107.7,5.2,0.4,Actual
2025-12-01,Quebec,South Pit,Zinc,121.6,7.7,0.2,Budget
2025-12-01,Quebec,South Pit,Nickel,141.5,2.0,0.12,Actual
2025-12-01,Quebec,Mill A,Gold,163.0,4.2,0.31,Actual
2025-12-01,Quebec,Mill A,Copper,133.5,8.7,0.19,Actual
2025-12-01,Quebec,Mill A,Zinc,161.7,6.8,0.21,Budget
2025-12-01,Quebec,Mill A,Nickel,163.4,11.4,0.5,Actual
2025-12-01,Quebec,Mill B,Gold,174.3,5.3,0.12,Budget
2025-12-01,Quebec,Mill B,Copper,210.0,7.7,0.5,Actual
2025-12-01,Quebec,Mill B,Zinc,109.2,6.4,0.16,Actual
2025-12-01,Quebec,Mill B,Nickel,133.3,2.4,0.32,Budget
2025-12-01,Ontario,North Pit,Gold,164.4,3.8,0.44,Actual
2025-12-01,Ontario,North Pit,Copper,140.6,9.8,0.15,Budget
2025-12-01,Ontario,North Pit,Zinc,109.9,7.1,0.14,Actual
2025-12-01,Ontario,North Pit,Nickel,186.2,9.9,0.21,Actual
2025-12-01,Ontario,South Pit,Gold,84.1,6.5,0.25,Actual
2025-12-01,Ontario,South Pit,Copper,133.5,5.6,0.37,Actual
2025-12-01,Ontario,South Pit,Zinc,161.9,2.3,0.44,Budget
2025-12-01,Ontario,South Pit,Nickel,175.3,6.2,0.37,Budget
2025-12-01,Ontario,Mill A,Gold,155.1,7.4,0.45,Budget
2025-12-01,Ontario,Mill A,Copper,136.8,4.3,0.32,Budget
2025-12-01,Ontario,Mill A,Zinc,143.0,7.6,0.37,Budget
2025-12-01,Ontario,Mill A,Nickel,118.9,5.7,0.19,Actual
2025-12-01,Ontario,Mill B,Gold,157.4,5.3,0.17,Actual
2025-12-01,Ontario,Mill B,Copper,155.4,8.1,0.19,Budget
2025-12-01,Ontario,Mill B,Zinc,158.2,8.2,0.45,Budget
2025-12-01,Ontario,Mill B,Nickel,151.0,5.2,0.33,Actual
2025-12-01,British Columbia,North Pit,Gold,220.8,9.1,0.42,Actual
2025-12-01,British Columbia,North Pit,Copper,142.8,4.7,0.17,Budget
2025-12-01,British Columbia,North Pit,Zinc,133.0,2.1,0.18,Actual
2025-12-01,British Columbia,North Pit,Nickel,124.6,2.4,0.11,Actual
2025-12-01,British Columbia,South Pit,Gold,133.6,2.5,0.24,Budget
2025-12-01,British Columbia,South Pit,Copper,127.5,8.0,0.31,Budget
2025-12-01,British Columbia,South Pit,Zinc,174.9,4.8,0.14,Budget
2025-12-01,British Columbia,South Pit,Nickel,123.6,4.4,0.16,Actual
2025-12-01,British Columbia,Mill A,Gold,134.7,5.0,0.25,Actual
2025-12-01,British Columbia,Mill A,Copper,144.4,4.2,0.42,Budget
2025-12-01,British Columbia,Mill A,Zinc,189.2,8.0,0.31,Actual
2025-12-01,British Columbia,Mill A,Nickel,173.0,7.7,0.57,Actual
2025-12-01,British Columbia,Mill B,Gold,127.2,8.1,0.21,Actual
2025-12-01,British Columbia,Mill B,Copper,140.5,2.7,0.3,Budget
2025-12-01,British Columbia,Mill B,Zinc,159.8,5.3,0.43,Actual
2025-12-01,British Columbia,Mill B,Nickel,130.1,8.3,0.42,Budget
2025-12-01,Nova Scotia,North Pit,Gold,86.7,3.6,0.23,Actual
2025-12-01,Nova Scotia,North Pit,Copper,178.3,5.4,0.4,Actual
2025-12-01,Nova Scotia,North Pit,Zinc,105.5,3.0,0.34,Actual
2025-12-01,Nova Scotia,North Pit,Nickel,106.6,4.1,0.31,Actual
2025-12-01,Nova Scotia,South Pit,Gold,142.6,5.2,0.4,Budget
2025-12-01,Nova Scotia,South Pit,Copper,145.7,2.3,0.27,Actual
2025-12-01,Nova Scotia,South Pit,Zinc,175.6,2.6,0.46,Actual
2025-12-01,Nova Scotia,South Pit,Nickel,128.3,7.4,0.43,Actual
2025-12-01,Nova Scotia,Mill A,Gold,156.0,9.4,0.27,Budget
2025-12-01,Nova Scotia,Mill A,Copper,175.8,3.0,0.46,Budget
2025-12-01,Nova Scotia,Mill A,Zinc,139.6,6.8,0.15,Actual
2025-12-01,Nova Scotia,Mill A,Nickel,153.2,9.6,0.35,Budget
2025-12-01,Nova Scotia,Mill B,Gold,195.9,6.2,0.49,Actual
2025-12-01,Nova Scotia,Mill B,Copper,171.7,3.5,0.44,Budget
2025-12-01,Nova Scotia,Mill B,Zinc,179.8,2.4,0.13,Budget
2025-12-01,Nova Scotia,Mill B,Nickel,177.3,9.9,0.26,Budget
2023-01-01,Canada,North Pit,Gold,119.8,2.0,0.28,Actual
2023-01-01,Canada,North Pit,Copper,101.7,3.3,0.15,Actual
2023-01-01,Canada,North Pit,Zinc,171.5,6.9,0.46,Actual
2023-01-01,Canada,North Pit,Nickel,165.6,7.6,0.31,Actual
2023-01-01,Canada,South Pit,Gold,91.9,6.3,0.32,Actual
2023-01-01,Canada,South Pit,Copper,187.1,6.8,0.45,Actual
2023-01-01,Canada,South Pit,Zinc,157.1,9.4,0.41,Actual
2023-01-01,Canada,South Pit,Nickel,116.2,4.8,0.35,Actual
2023-01-01,Canada,Mill A,Gold,210.9,7.2,0.3,Actual
2023-01-01,Canada,Mill A,Copper,170.6,9.8,0.22,Budget
2023-01-01,Canada,Mill A,Zinc,183.2,4.8,0.29,Actual
2023-01-01,Canada,Mill A,Nickel,123.9,6.2,0.29,Budget
2023-01-01,Canada,Mill B,Gold,147.1,7.7,0.26,Actual
2023-01-01,Canada,Mill B,Copper,172.0,6.9,0.16,Budget
2023-01-01,Canada,Mill B,Zinc,130.9,4.3,0.22,Budget
2023-01-01,Canada,Mill B,Nickel,131.6,6.8,0.16,Budget
2023-01-01,Holding Company,North Pit,Gold,163.6,8.4,0.4,Budget
2023-01-01,Holding Company,North Pit,Copper,121.8,9.2,0.34,Budget
2023-01-01,Holding Company,North Pit,Zinc,164.4,6.2,0.45,Actual
2023-01-01,Holding Company,North Pit,Nickel,132.2,9.9,0.44,Actual
2023-01-01,Holding Company,South Pit,Gold,160.6,3.0,0.3,Actual
2023-01-01,Holding Company,South Pit,Copper,135.0,5.3,0.11,Budget
2023-01-01,Holding Company,South Pit,Zinc,179.4,9.6,0.62,Actual
2023-01-01,Holding Company,South Pit,Nickel,135.9,3.8,0.17,Budget
2023-01-01,Holding Company,Mill A,Gold,199.4,8.9,0.42,Actual
2023-01-01,Holding Company,Mill A,Copper,140.6,6.5,0.45,Budget
2023-01-01,Holding Company,Mill A,Zinc,193.2,13.0,0.58,Actual
2023-01-01,Holding Company,Mill A,Nickel,148.4,4.0,0.28,Budget
2023-01-01,Holding Company,Mill B,Gold,117.3,2.1,0.32,Actual
2023-01-01,Holding Company,Mill B,Copper,182.2,5.3,0.65,Actual
2023-01-01,Holding Company,Mill B,Zinc,187.2,4.3,0.22,Actual
2023-01-01,Holding Company,Mill B,Nickel,142.8,5.4,0.24,Budget
2023-01-01,Alberta,North Pit,Gold,152.2,4.2,0.17,Budget
2023-01-01,Alberta,North Pit,Copper,129.0,2.5,0.09,Actual
2023-01-01,Alberta,North Pit,Zinc,130.3,3.9,0.25,Actual
2023-01-01,Alberta,North Pit,Nickel,168.1,4.4,0.48,Actual
